Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text,Top-Level Comment ID
UgySFmuSiHvF72BYn9F4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-05-04T18:05:27.930592+00:00,0,,Jmi7edO4-aU,"{""text"":""Procrastination is related to depression apparently. When you get out of your depressive phase, you'll have stuff you want to really do again. ""},{""text"":""\n""},{""text"":""I think your videos are cool and relatable. Can we be friends""}",
UgyX-jI5G1dLIDEe0Ad4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-04-23T07:26:19.951831+00:00,0,,0h_x13xHjVs,"{""text"":""Jee advanced is tough. But calling it India's toughest isn't accurate. There are quite a few much tougher exams.""},{""text"":""\n""},{""text"":""Maybe toughest among the more popular exams""}",
UgwZ-8NA72CNR6tmMA94AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-04-09T07:06:10.40499+00:00,0,,B6lPx_a63N4,"{""text"":""This guys no loser. I could take life advice from him""}",
UgxBpuffazm84LeX7NV4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-04-01T17:39:55.169193+00:00,0,,y-TRRtLeDog,"{""text"":""Woohoo finally tog has an anime!!""}",
UgwIV2GbwmpL63mJQEd4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-02-27T15:27:45.139623+00:00,0,,3qqtV6AvHCk,"{""text"":""Pavam pothu""}",
UgzmO13KzKSFFJz58SF4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2019-12-19T16:04:17.314832+00:00,0,,qNsLRiEju_k,"{""text"":""Just wanna say. THANK YOU for the honest reviews""}",
Ugw4HLiRJsRW1iM93XR4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2019-12-11T11:43:11.408807+00:00,0,,GyIj9RHDJVI,"{""text"":""According to mg. mg did make efforts to give 100% refund. And that the customer wanted even more. ""},{""text"":""\n""},{""text"":""If that's true, then the owner of \""donkey car\"" should ideally be held responsible for damage caused to the brand. Which is a LOT of damage""}",
UggDVK9fHyTOBngCoAEC.8VHNWR3Oyfe9-sx2AQOAau,UCVQm2V0CZdNH6k5Eszq6w0w,2019-10-09T21:49:22.504393+00:00,0,UggDVK9fHyTOBngCoAEC,Kj5XR32zs7E,"{""text"":""Thank you for making this video""}",UggDVK9fHyTOBngCoAEC
Ugx0vPNz5txTOvWn6zZ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2019-07-27T02:20:44.076249+00:00,0,,bN281ZArsBI,"{""text"":""Stop telling us about how cool a news network you guys have. It's really annoying""}",
UgyCniPINF5SoEWXj5h4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2019-06-21T21:40:33.240949+00:00,0,,ADvUgeOm0E4,"{""text"":""thank you. this is a very nice video""}",
Ugz_MzoFrkhNeOmq_s14AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2019-05-09T09:11:58.037319+00:00,0,,TvxkKs2J0Vw,"{""text"":""Heyy""}",
UgxY2hDU5hJKG1tqC_N4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2018-08-03T20:19:53.606084+00:00,0,,OA_g2bQgOXY,"{""text"":""I'm pretty sure it was just because cheap price , internet benefits and marketing strategy that people bought the jio phone. The os probably had nothing to do with it""}",
UgwBScL-6JmjUrqYtR14AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2018-06-14T14:16:49.900661+00:00,0,,N8gdStQHQxI,"{""text"":""I used to daydream in class and thought it be better to draw stuff rather than try to listen. At least I'm doing something I like. Turns out I payed way more attention when I was drawing. Tests passed(yay)""}",
